filename	keywords
charles_ethan_porter_boquet.html	Charles Ethan Porter, American, 1847 – 1923, 19th century artist, 20th century artist, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
charles_grant_beauregard_artwork.html	Charles Grant Beauregard , C.G. Beauregard, , ,(American, 1856 - 1919), artist, paintings, artwork, art work, painting, art
charles_grant_beauregard_horse.html	Charles Grant Beauregard, 1856 – 1919, 19th century artist, 20th century artist, Horse in Landscape, Oil on canvas, animal, landscape, animal artwork, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
charles_grant_beauregard_sheep.html	Charles Grant Beauregard, 1856 – 1919, 19th century artist, 20th century artist, Bucolic Landscape with Sheep, Oil on canvas, animal, landscape, animal artwork, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
charles_harry_eaton_summer.html	Charles Harry Eaton, Charles Harry Eaton, 1850 – 1901, 19th century artist, Last Days of Summer, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
charles_h_clair_art.html	Charles H Clair , Charles Clair, , ,(French 1860 - 1930), artist, paintings, artwork, art work, painting, art
charles_h_clair_sheep.html	Charles H Clair, Charles Clair, French 1860 – 1930, Sheep in the Barn, 19th century artist, 20th century artist, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
charles_kaelin_rockport.html	Charles Kaelin, American 1858 - 1929, 19th century artist, 20th century artist, Rockport Harbor, Oil on canvas, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
charles_lindford_path_to_creek.html	Charles Linford, C. Linford, American, 1846 - 1897, 19th century artist, 20th century artist, Path to the Creek, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
charles_lindford_pond.html	Charles Linford, C. Linford, American, 1846 - 1897, 19th century artist, 20th century artist, Landscape with Pond, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
charles_linford_birch_trees.html	Charles Linford, C. Linford, American, 1846 - 1897, 19th century artist, 20th century artist, Birch Trees in Rocky Forest with Cows, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
charles_linford_stream.html	Charles Linford, C. Linford, American, 1846 - 1897, 19th century artist, 20th century artist, Tranquil Stream, Oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
charles_waltensperger_girl.html	Charles Waltensperger, American, 1871 – 1931, 19th century artist, 20th century artist, Girl with Cats, Oil on canvas, landscape, landscape artwork, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
charles_william_maccord_waters_edge.html	Charles William MacCord, Charles Wm Maccord,  C W MacCord, American, 1852 – 1923, 19th century artist, 20th century artist, Water’s Edge, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
charles_wilson_knapp_art.html	Charles Wilson Knapp , CHARLES W. KNAPP, C. W. Knapp, ,(American 1823 - 1900), artist, paintings, artwork, art work, painting, art
charles_wilson_knapp_landscape.html	Charles Wilson Knapp, Charles W. Knapp,  C. W. Knapp, American 1823 – 1900, 19th century artist, Pastoral Landscape, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
chauncey_foster_ryder_canaan.html	Chauncey Foster Ryder, 1868 - 1949, 19th century artwork, Canaan Bowl, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
christiana_patterson_ross_art.html	Christiana Patterson Ross, , , ,(British, 1843 - 1906), artist, paintings, artwork, art work, painting, art
christiana_patterson_ross_peddlers.html	Christiana Patterson Ross, RSW, British, 1843 – 1906, 19th century artist, The Peddlers on the Road to Edinburgh, Watercolor, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
christopher_high_shearer_bridge.html	Christopher High Shearer, American, 1846 - 1926, Old Wooden Bridge across a Rocky Creek, 19th century artist, 20th century artist, Oil on canvas, landscape, landscape artist, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
christopher_high_shearer_deer.html	Christopher High Shearer, American, 1846 - 1926, Deer at Water's Edge, 19th century artist, 20th century artist, Oil on board, landscape, landscape artist, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
christopher_pearse_cranch_sunset.html	Christopher Pearse Cranch, 1813 – 1892, 19th century artwork, Sunset on the River, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
clarence_drew_bartlett_art.html	Clarence Drew Bartlett, C D Barlett, , ,(American, born 1863), artist, paintings, artwork, art work, painting, art
clarence_drew_bartlett_franklin.html	Clarence Drew Bartlett,  C D Barlett, American, born 1863, 19th century artist, Portrait of Benjamin Franklin, Oil on canvas, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
Clark.html	Ruth A. Clark, American, early 20th-Century, 20th century artist, Tranquil Pasture, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
Coastal-Waves.html	David John Gue, American 1836 - 1917, 19th century artwork, 20th century artwork, Coastal Waves, Oil on canvas, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
c_curry_bohm_carriage.html	C. Curry Bohm, American, 1894 - 1971, 20th century artist, Carriage Ride in the Country, Oil on Canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
c_myron_clark.html	C. Myron Clark, , , ,(American, 1858 - 1925), artist, paintings, artwork, art work, painting, art
c_myron_clark_constitution.html	C. Myron Clark, American, 1858 – 1925, 19th century artist, 20th century artist, USS Constitution, Oil on canvas, marine, marine artwork, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
c_myron_clark_sails.html	C. Myron Clark, American 1858 – 1925, 19th century artist, 20th century artist, Misty Sails, Oil on board, marine, marine landscape, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery
daniel_charles_grose_capitol.html	Daniel Charles Grose, DC Grose,  D.C. Grose, American 1838 – 1900, 19th century artist, View of the U.S. Capitol, Oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery
daniel_charles_grose_fall.html	Daniel Charles Grose, American 1838 – 1900, 19th century artist, Creek in Fall Landscape, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery
daniel_charles_grose_hudson.html	Daniel Charles Grose, American, 1838 – 1900, 19th century artist, Hudson River View, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery
daniel_charles_grose_lillies.html	Daniel Charles Grose, American, 1838 – 1900, 19th century artist, Water Lilies, Hudson River, Oil on canvas, landscape, landscape artist, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
daniel_grose.html	Daniel Charles Grose, DC Grose, D.C. Grose, ,(American 1838 - 1900), artist, paintings, artwork, art work, painting, art
daniel_huntington_creek.html	Daniel Huntington, Daniel P. Huntington,  D. Huntington, American, 1816 – 1906, 19th century artist, Crossing the Creek, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
david_hagerbaumer_woodcock.html	David Hagerbaumer, American, 1921 - 2014, 20th century artist, Woodcock, Watercolor, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
david_johnson_dresden.html	David Johnson, 1827 - 1908, 19th century artist, Lake George from Dresden, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
david_john_gue.html	David John Gue, D J Gue, DJ Gue, ,(American, 1836 - 1917), artist, paintings, artwork, art work, painting, art
david_john_gue_breakers.html	David John Gue, American, 1836 - 1917, 19th century artist, 20th century artist, Shoreline Breakers, Oil on canvas, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
david_john_gue_dawn.html	David John Gue, American, 1836 - 1917, 19th century artist, 20th century artist, Breakers at Dawn, Oil on canvas, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
david_john_gue_shoreline.html	David John Gue, American, 1836 - 1917, 19th century artist, 20th century artist, Stormy Shoreline, Oil on canvas, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
david_john_gue_storm.html	David John Gue, American, 1836 - 1917, 19th century artist, 20th century artist, A Shoreline Before the Storm, Oil on canvas, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
david_john_gue_waves.html	David John Gue, American, 1836 - 1917, 19th century artist, 20th century artist, Coastal Waves, Oil on canvas, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
dines_carlsen_landscape.html	Dines Carlsen, American 1901 - 1966, 20th century artist, CT Landscape, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
Directions.html	artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
Donaghy.html	John Donaghy, American, 1838 – 1931, 19th century artist, 20th century artist, Still life with Fish, Cabbage and Pasta, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
durett_stokes_lincoln.html	Durett Stokes, "D. W. Stokes,  Durett Woodward Stokes, American, early 20th century, 20th century artist, Oil on canvas, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
earl_lincoln_poole_art.html	Earl Lincoln Poole, E.L. Poole, , ,(American 1891 - 1972)), artist, paintings, artwork, art work, painting, art
earl_lincoln_poole_titmouse.html	Earl Lincoln Poole, E.L. Poole, American, 1891 – 1972, 20th century artist, Titmouse, Watercolor, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edgar_spier_cameron_autumn.html	Edgar Spier Cameron, American, 1862 – 1944, 19th century artist, 20th century artist, Autumnal Gloaming, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edmund_aylburton_willis.html	Edmund Aylburton Willis , A Van Willis, Aylburton Van Willis, A.V. Willis,(British-American, 1808 - 1899), artist, paintings, artwork, art work, painting, art
edmund_aylburton_willis_idyllic.html	Edmund Aylburton Willis, A Van Willis,  Aylburton Van Willis,  A.V. Willis, British-American, 1808 – 1899, 19th century artist, Idyllic Day, Oil on canvas, animal, animal artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edmund_clarence_messer.html	Edmund Clarence Messer, Edmund Clarence, E.C.M., ,(American 1842 - 1919), artist, paintings, artwork, art work, painting, art
edmund_clarence_messer_path.html	Edmund Clarence Messer, American, 1842 – 1919, 19th century artist, 20th century artist, Path Home, Oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edmund_clarence_messer_sunset.html	Edmund Clarence Messer, American, 1842 – 1919, 19th century artist, 20th century artist, Sunset , Oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edward_chalmers_leavitt_currants.html	Edward Chalmers Leavitt, American, 1842 - 1904, 19th century artist, Still-life with Currants, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edward_chalmers_leavitt_grapes.html	Edward Chalmers Leavitt, American, 1842 - 1904, 19th century artist, Still Life with Grapes, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edward_chalmers_leavitt_pear.html	Edward Chalmers Leavitt, American, 1842 - 1904, 19th century artist, Pear, Apple, Grapes and Clay Cup, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edward_charles_volkert_cows.html	Edward Charles Volkert, American, 1871 - 1935, 19th century artist, 20th century artist, COWS IN A PASTURE, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edward_hill_art.html	Edward Hill , , , ,(American 1843 - 1923), artist, paintings, artwork, art work, painting, art
edward_hill_sheep.html	Edward Hill, American, 1843 – 1923, 19th century artist, 20th century artist, Sheep along the River, Oil on canvas, animal, animal artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edward_holmes_art.html	Edward Holmes , E Holmes, , ,(British, died 1893), artist, paintings, artwork, art work, painting, art
edward_holmes_leading.html	Edward Holmes, British, died 1893, 19th century artist, Leading the Way, Oil on canvas, genre, genre artwork, Oil on canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edward_mitchell_bannister_river.html	Edward Mitchell Bannister, American, 1828 - 1901, 
19th century artist, River at Dusk, Oil on canvas, landscape, landscape artist, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edward_moran_breakers.html	Edward Moran, American, 1829 – 1901, 19th century artist, Breakers at Sunset, Oil on canvas, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edward_norton_griffith_presidents.html	Edward Norton (E.N.) Griffith, American, 1858 - 1948, 19th century artist, 20th century artist, Presidential Trompe L'oeil, Oil on canvas, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edward_s_reynolds_uncle_sam.html	Edward S. "Tige" Reynolds, Edward Samuel "Tige" Reynolds,  E. S. Reynolds, American, 1877 – 1931, 
20th century artist, Uncle Sam, Ink on paper, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edward_t_vebell.html	Edward T. Vebell, Ed Vebell, , ,(American, born 1921), artist, paintings, artwork, art work, painting, art
edward_t_vebell_eisenhower.html	Edward T. Vebell, born 1921, 20th century artist, Eisenhower, Watercolor and gouache, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edward_t_vebell_gettysburg.html	Edward T. Vebell, born 1921, 20th century artist, Lincoln at Gettysburg, Watercolor and gouache, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
edwin_chalmers_leavitt.html	Edward Chalmers Leavitt, E.C. Leavitt, , ,(American, 1842 - 1902), artist, paintings, artwork, art work, painting, art
edwin_m_r_weiner_art.html	Edwin M.R. Weiner , Edwin Weiner, , ,(American, 19th Century), artist, paintings, artwork, art work, painting, art
edwin_m_r_weiner_fruit.html	Edwin M.R. Weiner,  Edwin Weiner, American, 19th century, 19th century artist, Still Life with Fruit, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
elias_abberley_delightful.html	Elias Abberley, Elias T. Abberley,  Elias T Abberley, American, 19th and early 20th century, Delightful Find, 19th century artist, 20th century artist, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
elias_abberley_fine_art.html	Elias Abberley, Elias T. Abberley, Elias T Abberley, ,(19th - 20th Century), artist, paintings, artwork, art work, painting, art
ella_ferris_pell_home.html	Ella Ferris Pell, Ella Pell, American, 1846 – 1922, 19th century artist, 20th century artist, Heading Home, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
ellen_malvino_pomeroy_valley.html	Ellen Malvino Pomeroy, American, 1841 – 1903, 19th century artist, Shenandoah Valley, Oil on canvas on support, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
emile_gruppe_winter.html	Emile Gruppé, American, 1896-1978, 20th century artist, Late Afternoon Winter, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
ernest_fredericks_fall.html	Ernest Fredericks, 1877 - 1959, 20th century artist, FALL LANDSCAPE, landscape, landscape artwork, Oil on canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
essie_leone_seavey_lucas_racehorse.html	Essie Leone Seavey Lucas, E. Leone Seavey, American, 1872 – 1932, 19th century artist, 20th century artist, Portrait of a Racehorse, Oil on canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
etienn_adolphe_piot_art.html	Etienne Adolphe Piot , Adolphe Piot, , ,(French, 1850 - 1910), artist, paintings, artwork, art work, painting, art
etienn_adolphe_piot_note.html	Etienne-Adolphe Piot, Adolphe Piot, French, 1850 – 1910, 19th century artist, The Note, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
etienn_adolphe_piot_woman.html	Etienne-Adolphe Piot, Adolphe Piot, French, 1850 – 1910, 19th century artist, Young Woman with Roses, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
eugene_alonzo_poole.html	Eugene Alonzo Poole , E.A. Poole, Eugene A. Poole , ,(American, 1841 - 1912), artist, paintings, artwork, art work, painting, art
eugene_alonzo_poole_coast.html	Eugene Alonzo Poole, American, 1841 – 1912, 19th century artist, 20th century artist, Rocky Coastline, Oil on canvas, landscape, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
eugene_alonzo_poole_cows.html	Eugene Alonzo Poole, E.A. Poole,  Eugene A. Poole, American, 1841 – 1912, SUMMER RIVER LANDSCAPE WITH COWS, Oil on canvas, animal, animal artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
eugene_alonzo_poole_fishing.html	Eugene Alonzo Poole, E.A. Poole, Eugene A. Poole, American, 1841 – 1912, Children Fishing , Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
eugene_alonzo_poole_footbridge.html	Eugene Alonzo Poole, E.A. Poole, Eugene A. Poole, American, 1841 – 1912, footbridge Over a Creek, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
eugene_alonzo_poole_path.html	Eugene Alonzo Poole, E.A. Poole, Eugene A. Poole, American, 1841 – 1912, Woodland Path, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
eugene_alonzo_poole_sheep.html	Eugene Alonzo Poole, E.A. Poole, Eugene A. Poole, American, 1841 – 1912, SHEEP RANCH, GREENE COUNTY, PENNSYLVANIA, Oil on canvas,animal, animal landscape, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
eugene_alonzo_poole_skiff.html	Eugene Alonzo Poole, E.A. Poole, Eugene A. Poole, American, 1841 – 1912, TWO WOMEN AND A CHILD IN A SKIFF ON A LAKE, Oil on canvas,genre, genre artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, 1899 painting,  Bedford Fine Art Gallery, fine art, art gallery 
eugene_alonzo_poole_stream.html	Eugene Alonzo Poole, E.A. Poole, Eugene A. Poole, American, 1841 – 1912, Stream through Autumn Landscape, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
eugene_alonzo_poole_sunset.html	Eugene Alonzo Poole, E.A. Poole, Eugene A. Poole, American, 1841 – 1912, Sunset along the Shore, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
eugene_alonzo_poole_waterfall.html	Eugene Alonzo Poole, E.A. Poole, Eugene A. Poole, American, 1841 – 1912, River Landscape with Waterfall, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
eugenia_williams_snow.html	Eugenia Williams Snow , , , ,(American early 20th Century), artist, paintings, artwork, art work, painting, art
eugenia_williams_snow_oranges.html	Eugenia Williams Snow, American, early 20th Century, 20th century artist, Still-life with Oranges, Oil on board, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
eugenia_williams_snow_strawberries.html	Eugenia Williams Snow, American, early 20th Century, 20th century artist, Still-life with Strawberries, Oil on board, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
exene_reed_meyersham_art.html	Exene Reed Meyersham, Exene Meyersham, , ,(American, 1850 - 1931), artist, paintings, artwork, art work, painting, art
exene_reed_meyersham_roses.html	Exene Reed Meyersham, Exene Meyersham, American, 1886-1978, 20th century artist, Pink Roses in a Vase, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
e_maxwell_albert_stream.html	E. "Bill" Maxwell Albert, 1890 - 1955, 20th century artist, Winter Landscape with Stream, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
felix_octavious_carr_darley_art.html	Felix Octavius Carr Darley, F. O. C. Darley, , ,(American 1822 - 1888, artist, paintings, artwork, art work, painting, art
felix_octavious_carr_darley_washington.html	Felix Octavius Carr Darley, F. O. C. Darley, American 1822 – 1888, 19th century artist, Washington, Henry and Pendleton Going to the First Congress, Sepia and ink wash, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
ferdinand_wust_storm.html	Ferdinand Alexander Wust, Dutch-American, 1837 - 1876, 19th century artist, The Coming Storm, Oil on canvas, landscape, landscape artwork, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
fletcher_charles_ransom_prize.html	Fletcher Charles Ransom, Fletcher Ransom,  Fletcher C. Ransom, American, 1870 – 1943, The Prize in Sight, sporting art, sporting artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
francis_hopkinson_smith_amsterdam.html	Francis Hopkinson Smith, American, 1838 - 1915, 19th century artist, Water color, AMSTERDAM, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
francis_hopkinson_smith_street.html	Francis Hopkinson Smith, American, 1838 - 1915, 19th century artist,Venetian Street, Water color, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
francis_stillwell_dixon_cows.html	Francis Stillwell Dixon, 1879 - 1967, 20th century artist, COWS IN THE FIELD, Oil on board, landscape, landscape artwork, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
franklin_dehaven_borealis.html	Franklin DeHaven, American 1856 - 1934, 19th century artist, Aurora Borealis, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_anderson_artwork.html	Frank Anderson, Franklin Anderson, , ,(American 1844 - 1891), artist, paintings, artwork, art work, painting, art
frank_anderson_catskill.html	Frank Anderson, American, 1844 – 1891, 19th century artist, A Catskill Creek, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_anderson_farm.html	Frank Anderson, American, 1844 – 1891, 19th century artist, Corner of the Farm , Oil on board, 1865 painting, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_a_barney_adirondack.html	Frank A. Barney, American, 1862 – 1954, 19th century artist, 20th century artist, An Adirondack Stream, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_a_barney_autumn.html	Frank A. Barney, American, 1862 – 1954, 19th century artist, 20th century artist, Autumn in the Woods, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_a_barney_fir_trees.html	Frank A. Barney, American, 1862 – 1954, 19th century artist, 20th century artist, Impression of Fir Trees, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_a_barney_stream.html	Frank A. Barney, American, 1862 – 1954, 19th century artist, 20th century artist, Stream in Landscape, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_bromley.html	Frank Bromley, Frank Clark Bromley, Frank C Bromley, ,(American 1859 - 1890), artist, paintings, artwork, art work, painting, art
frank_bromley_fishing.html	Frank Bromley, Frank Clark Bromley,  Frank C Bromley, American, 1859 – 1890, 19th century artist, Fishing Spot, Oil/canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_bromley_lake.html	Frank Bromley, Frank Clark Bromley, Frank C Bromley, American, 1859 – 1890, 19th century artist, Figures by a Lake, Oil/canvas on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_bromley_niagra.html	Frank Bromley, Frank Clark Bromley, Frank C Bromley, American, 1859 – 1890, 19th century artist, Niagara Falls , Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_bromley_rainbow.html	Frank Bromley, Frank Clark Bromley, Frank C Bromley, American, 1859 – 1890, 19th century artist, Rainbow at Niagara Falls, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_bromley_seascape.html	Frank Bromley, Frank Clark Bromley, Frank C Bromley, American, 1859 – 1890, 19th century artist, Seascape, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_christian_muller_erie.html	Frank Christian Muller, F. Muller, Danish American, 1860 – 1938, 19th century artist, 20th century artist, Battle of Lake Erie, Oil on canvas, historical, historical artwork, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_dvorak_girls.html	Frank Dvorak, František Dvo&#345;ák,  Franz Dvorak,  Franz Bruner, Czech Republic – United States, 1862 – 1927, 19th century artist, 20th century artist, Three Girls with Fans, Pastel with gouache on paper, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
